22:02:22.521,4
22:02:22.521,9
22:02:22.521,12
22:06:45.287;222
22:06:50.489;223
22:06:55.968;224
22:07:01.309;225
22:07:06.464;226
22:07:12.543;227
22:07:17.883;228
22:07:23.693;229
22:07:29.269;230
22:07:34.648;231
22:07:40.807;232
22:07:46.533;233
22:07:52.963;234
22:07:58.880;235
22:08:05.358;236
22:08:11.106;237
22:08:17.272;238
22:08:23.563;239
22:08:30.813;240
22:08:37.469;241
22:08:43.834;242
22:08:50.762;243
22:08:57.517;244
22:09:04.807;245
22:09:11.480;246
22:09:18.118;247
22:09:25.246;248
22:09:32.730;249
22:09:40.736;250
22:09:47.958;251
22:09:56.063;252
22:10:03.765;253
22:10:11.428;254
22:10:19.596;255
22:10:28.062;256
22:10:36.659;257
22:10:44.370;258
22:10:52.932;259
22:11:01.196;260
22:11:09.786;261
22:11:17.883;262
22:11:26.056;263
22:11:34.663;264
22:11:43.400;265
22:11:52.426;266
22:12:01.345;267
22:12:10.279;268
22:12:19.116;269
22:12:28.122;270
22:12:37.516;271
22:12:47.177;272
22:12:56.791;273
22:13:06.135;274
22:13:16.287;275
22:13:25.845;276
22:13:36.101;277
22:13:46.000;278
22:13:55.653;279
22:14:05.664;280
22:14:15.807;281
22:14:26.306;282
22:14:36.816;283
22:14:47.399;284
22:14:57.466;285
22:15:08.373;286
22:15:19.149;287
22:15:30.599;288
22:15:41.913;289
22:15:53.121;290
22:16:05.234;291
22:16:16.389;292
22:16:28.548;293
22:16:39.806;294
22:16:51.833;295
22:17:03.514;296
22:17:16.023;297
22:17:28.507;298
22:17:40.892;299
22:17:53.506;300
22:18:06.036;301
22:18:18.660;302
22:18:31.918;303
22:18:45.569;304
22:18:59.008;305
22:19:12.345;306
22:19:26.764;307
22:19:39.893;308
22:19:54.389;309
22:20:08.250;310
22:20:22.639;311
22:20:36.361;312
22:20:51.489;313
22:21:06.125;314
22:21:21.027;315
22:21:36.175;316
22:21:50.696;317
22:22:06.110;318
22:22:21.615;319
22:22:37.736;320
22:22:53.793;321
22:23:09.382;322
22:23:26.615;323
22:23:42.033;324
22:23:59.812;325
22:24:16.565;326
22:24:34.310;327
22:24:50.758;328
22:25:08.610;329
22:25:26.120;330
22:25:44.556;331
22:26:02.516;332
22:26:19.785;333
22:26:38.235;334
22:26:56.729;335
22:27:16.158;336
22:27:35.208;337
22:27:54.194;338
22:28:14.598;339
22:28:33.058;340
22:28:53.737;341
22:29:12.973;342
22:29:34.036;343
22:29:53.051;344
22:30:13.774;345
22:30:34.730;346
22:30:56.034;347
22:31:16.780;348
22:31:37.436;349
